Solar elevation from 
at altitude=25.00Km latitude=40.00 longitude=-86.00

Day	== Time ==	Solar Elevation
07-30	06:03:17	+08.642°
07-30	07:01:24	+19.483°
07-30	07:59:31	+30.574°
07-30	08:57:39	+41.640°
07-30	09:55:46	+52.274°
07-30	10:53:53	+61.650°
07-30	11:52:00	+67.835°
07-30	12:50:07	+67.835°
07-30	13:48:14	+61.650°
07-30	14:46:22	+52.274°
07-30	15:44:29	+41.640°
07-30	16:42:36	+30.574°
07-30	17:40:43	+19.483°
07-30	18:38:50	+08.642°
07-30	19:36:57	-01.684°
07-31	05:06:12	-01.679°
07-31	06:04:11	+08.647°
07-31	07:02:11	+19.476°
07-31	08:00:10	+30.546°
07-31	08:58:09	+41.581°
07-31	09:56:08	+52.171°
07-31	10:54:08	+61.486°
07-31	11:52:07	+67.607°
07-31	12:50:06	+67.607°
07-31	13:48:05	+61.486°
07-31	14:46:05	+52.171°
07-31	15:44:04	+41.581°
07-31	16:42:03	+30.546°
07-31	17:40:02	+19.476°
07-31	18:38:02	+08.647°
07-31	19:36:01	-01.679°
08-01	05:07:14	-01.675°
08-01	06:05:06	+08.651°
08-01	07:02:57	+19.469°
08-01	08:00:48	+30.517°
08-01	08:58:39	+41.520°
08-01	09:56:31	+52.064°
08-01	10:54:22	+61.318°
08-01	11:52:13	+67.375°
08-01	12:50:04	+67.375°
08-01	13:47:56	+61.318°
08-01	14:45:47	+52.064°
08-01	15:43:38	+41.520°
08-01	16:41:29	+30.517°
08-01	17:39:21	+19.469°
08-01	18:37:12	+08.651°
08-01	19:35:03	-01.675°
08-02	05:08:17	-01.670°
08-02	06:06:00	+08.655°
08-02	07:03:43	+19.460°
08-02	08:01:27	+30.486°
08-02	08:59:10	+41.456°
08-02	09:56:53	+51.954°
08-02	10:54:36	+61.144°
08-02	11:52:19	+67.137°
08-02	12:50:02	+67.137°
08-02	13:47:45	+61.144°
08-02	14:45:28	+51.954°
08-02	15:43:11	+41.456°
08-02	16:40:54	+30.486°
08-02	17:38:38	+19.460°
08-02	18:36:21	+08.655°
08-02	19:34:04	-01.670°
08-03	05:09:20	-01.666°
08-03	06:06:55	+08.658°
08-03	07:04:30	+19.450°
08-03	08:02:05	+30.453°
08-03	08:59:40	+41.389°
08-03	09:57:15	+51.840°
08-03	10:54:49	+60.966°
08-03	11:52:24	+66.895°
08-03	12:49:59	+66.895°
08-03	13:47:34	+60.966°
08-03	14:45:09	+51.840°
08-03	15:42:44	+41.389°
08-03	16:40:19	+30.453°
08-03	17:37:53	+19.450°
08-03	18:35:28	+08.658°
08-03	19:33:03	-01.666°
08-04	05:10:23	-01.662°
08-04	06:07:50	+08.660°
08-04	07:05:16	+19.439°
08-04	08:02:43	+30.419°
08-04	09:00:09	+41.320°
08-04	09:57:36	+51.722°
08-04	10:55:02	+60.784°
08-04	11:52:29	+66.647°
08-04	12:49:56	+66.647°
08-04	13:47:22	+60.784°
08-04	14:44:49	+51.722°
08-04	15:42:15	+41.320°
08-04	16:39:42	+30.419°
08-04	17:37:08	+19.439°
08-04	18:34:35	+08.660°
08-04	19:32:01	-01.662°
08-05	05:11:27	-01.658°
08-05	06:08:45	+08.662°
08-05	07:06:03	+19.428°
08-05	08:03:21	+30.383°
08-05	09:00:39	+41.248°
08-05	09:57:57	+51.601°
08-05	10:55:15	+60.596°
08-05	11:52:33	+66.395°
08-05	12:49:51	+66.395°
08-05	13:47:09	+60.596°
08-05	14:44:27	+51.601°
08-05	15:41:45	+41.248°
08-05	16:39:04	+30.383°
08-05	17:36:22	+19.428°
08-05	18:33:40	+08.662°
08-05	19:30:58	-01.658°
08-06	05:12:30	-01.654°
08-06	06:09:40	+08.663°
08-06	07:06:49	+19.414°
08-06	08:03:59	+30.345°
08-06	09:01:09	+41.173°
08-06	09:58:18	+51.476°
08-06	10:55:28	+60.405°
08-06	11:52:37	+66.138°
08-06	12:49:47	+66.138°
08-06	13:46:56	+60.405°
08-06	14:44:06	+51.476°
08-06	15:41:15	+41.173°
08-06	16:38:25	+30.345°
08-06	17:35:34	+19.414°
08-06	18:32:44	+08.663°
08-06	19:29:53	-01.654°
08-07	05:13:34	-01.650°
08-07	06:10:35	+08.664°
08-07	07:07:36	+19.400°
08-07	08:04:37	+30.304°
08-07	09:01:38	+41.096°
08-07	09:58:39	+51.347°
08-07	10:55:39	+60.209°
08-07	11:52:40	+65.877°
08-07	12:49:41	+65.877°
08-07	13:46:42	+60.209°
08-07	14:43:43	+51.347°
08-07	15:40:44	+41.096°
08-07	16:37:45	+30.304°
08-07	17:34:45	+19.400°
08-07	18:31:46	+08.664°
08-07	19:28:47	-01.650°
08-08	05:14:38	-01.647°
08-08	06:11:30	+08.664°
08-08	07:08:22	+19.384°
08-08	08:05:14	+30.262°
08-08	09:02:07	+41.016°
08-08	09:58:59	+51.214°
08-08	10:55:51	+60.008°
08-08	11:52:43	+65.611°
08-08	12:49:35	+65.611°
08-08	13:46:27	+60.008°
08-08	14:43:19	+51.214°
08-08	15:40:11	+41.016°
08-08	16:37:04	+30.262°
08-08	17:33:56	+19.384°
08-08	18:30:48	+08.664°
08-08	19:27:40	-01.647°
08-09	05:15:42	-01.643°
08-09	06:12:25	+08.663°
08-09	07:09:09	+19.367°
08-09	08:05:52	+30.218°
08-09	09:02:35	+40.933°
08-09	09:59:18	+51.078°
08-09	10:56:02	+59.803°
08-09	11:52:45	+65.340°
08-09	12:49:28	+65.340°
08-09	13:46:12	+59.803°
08-09	14:42:55	+51.078°
08-09	15:39:38	+40.933°
08-09	16:36:22	+30.218°
08-09	17:33:05	+19.367°
08-09	18:29:48	+08.663°
08-09	19:26:31	-01.643°
08-10	05:16:46	-01.640°
08-10	06:13:20	+08.661°
08-10	07:09:55	+19.349°
08-10	08:06:29	+30.172°
08-10	09:03:04	+40.847°
08-10	09:59:38	+50.938°
08-10	10:56:12	+59.593°
08-10	11:52:47	+65.065°
08-10	12:49:21	+65.065°
08-10	13:45:56	+59.593°
08-10	14:42:30	+50.938°
08-10	15:39:04	+40.847°
08-10	16:35:39	+30.172°
08-10	17:32:13	+19.349°
08-10	18:28:47	+08.661°
08-10	19:25:22	-01.640°
08-11	05:17:50	-01.637°
08-11	06:14:15	+08.659°
08-11	07:10:41	+19.329°
08-11	08:07:06	+30.124°
08-11	09:03:32	+40.758°
08-11	09:59:57	+50.794°
08-11	10:56:22	+59.379°
08-11	11:52:48	+64.786°
08-11	12:49:13	+64.786°
08-11	13:45:39	+59.379°
08-11	14:42:04	+50.794°
08-11	15:38:29	+40.758°
08-11	16:34:55	+30.124°
08-11	17:31:20	+19.329°
08-11	18:27:46	+08.659°
08-11	19:24:11	-01.637°
08-12	05:18:54	-01.635°
08-12	06:15:10	+08.656°
08-12	07:11:27	+19.308°
08-12	08:07:43	+30.073°
08-12	09:03:59	+40.666°
08-12	10:00:16	+50.646°
08-12	10:56:32	+59.161°
08-12	11:52:48	+64.503°
08-12	12:49:05	+64.503°
08-12	13:45:21	+59.161°
08-12	14:41:37	+50.646°
08-12	15:37:54	+40.666°
08-12	16:34:10	+30.073°
08-12	17:30:26	+19.308°
08-12	18:26:43	+08.656°
08-12	19:22:59	-01.635°
08-13	05:19:58	-01.298°
08-13	06:19:50	+09.704°
08-13	07:19:41	+21.075°
08-13	08:19:33	+32.512°
08-13	09:19:25	+43.642°
08-13	10:19:16	+53.830°
08-13	11:19:08	+61.748°
08-13	12:18:60	+64.955°
08-13	13:18:51	+61.748°
08-13	14:18:43	+53.830°
08-13	15:18:35	+43.642°
08-13	16:18:27	+32.512°
08-13	17:18:18	+21.075°
08-13	18:18:10	+09.704°
08-13	19:18:02	-01.298°
08-14	05:21:02	-01.296°
08-14	06:20:44	+09.698°
08-14	07:20:26	+21.046°
08-14	08:20:07	+32.448°
08-14	09:19:49	+43.529°
08-14	10:19:31	+53.649°
08-14	11:19:13	+61.489°
08-14	12:18:55	+64.652°
08-14	13:18:37	+61.489°
08-14	14:18:19	+53.649°
08-14	15:18:01	+43.529°
08-14	16:17:43	+32.448°
08-14	17:17:24	+21.046°
08-14	18:17:06	+09.698°
08-14	19:16:48	-01.296°
08-15	05:22:06	-01.294°
08-15	06:21:38	+09.690°
08-15	07:21:10	+21.016°
08-15	08:20:42	+32.382°
08-15	09:20:14	+43.412°
08-15	10:19:46	+53.465°
08-15	11:19:18	+61.226°
08-15	12:18:50	+64.345°
08-15	13:18:22	+61.226°
08-15	14:17:54	+53.465°
08-15	15:17:26	+43.412°
08-15	16:16:58	+32.382°
08-15	17:16:30	+21.016°
08-15	18:16:02	+09.690°
08-15	19:15:34	-01.294°
08-16	05:23:09	-01.293°
08-16	06:22:31	+09.682°
08-16	07:21:53	+20.985°
08-16	08:21:15	+32.314°
08-16	09:20:38	+43.292°
08-16	10:19:60	+53.277°
08-16	11:19:22	+60.958°
08-16	12:18:44	+64.035°
08-16	13:18:06	+60.958°
08-16	14:17:28	+53.277°
08-16	15:16:50	+43.292°
08-16	16:16:12	+32.314°
08-16	17:15:34	+20.985°
08-16	18:14:56	+09.682°
08-16	19:14:18	-01.293°
08-17	05:24:13	-01.292°
08-17	06:23:25	+09.673°
08-17	07:22:37	+20.951°
08-17	08:21:49	+32.243°
08-17	09:21:01	+43.169°
08-17	10:20:13	+53.085°
08-17	11:19:25	+60.687°
08-17	12:18:37	+63.721°
08-17	13:17:49	+60.687°
08-17	14:17:01	+53.085°
08-17	15:16:13	+43.169°
08-17	16:15:26	+32.243°
08-17	17:14:38	+20.951°
08-17	18:13:50	+09.673°
08-17	19:13:02	-01.292°
08-18	05:25:16	-01.291°
08-18	06:24:18	+09.663°
08-18	07:23:20	+20.916°
08-18	08:22:22	+32.169°
08-18	09:21:24	+43.043°
08-18	10:20:26	+52.889°
08-18	11:19:28	+60.412°
08-18	12:18:30	+63.403°
08-18	13:17:32	+60.412°
08-18	14:16:34	+52.889°
08-18	15:15:36	+43.043°
08-18	16:14:38	+32.169°
08-18	17:13:40	+20.916°
08-18	18:12:42	+09.663°
08-18	19:11:44	-01.291°
08-19	05:26:20	-01.291°
08-19	06:25:12	+09.652°
08-19	07:24:03	+20.879°
08-19	08:22:55	+32.093°
08-19	09:21:47	+42.913°
08-19	10:20:39	+52.688°
08-19	11:19:31	+60.132°
08-19	12:18:23	+63.082°
08-19	13:17:15	+60.132°
08-19	14:16:07	+52.688°
08-19	15:14:58	+42.913°
08-19	16:13:50	+32.093°
08-19	17:12:42	+20.879°
08-19	18:11:34	+09.652°
08-19	19:10:26	-01.291°
08-20	05:27:23	-01.291°
08-20	06:26:04	+09.640°
08-20	07:24:46	+20.841°
08-20	08:23:28	+32.015°
08-20	09:22:10	+42.780°
08-20	10:20:51	+52.484°
08-20	11:19:33	+59.849°
08-20	12:18:15	+62.757°
08-20	13:16:56	+59.849°
08-20	14:15:38	+52.484°
08-20	15:14:20	+42.780°
08-20	16:13:02	+32.015°
08-20	17:11:43	+20.841°
08-20	18:10:25	+09.640°
08-20	19:09:07	-01.291°
08-21	05:28:26	-01.291°
08-21	06:26:57	+09.627°
08-21	07:25:29	+20.801°
08-21	08:24:00	+31.934°
08-21	09:22:32	+42.644°
08-21	10:21:03	+52.277°
08-21	11:19:35	+59.562°
08-21	12:18:06	+62.429°
08-21	13:16:38	+59.562°
08-21	14:15:09	+52.277°
08-21	15:13:41	+42.644°
08-21	16:12:12	+31.934°
08-21	17:10:44	+20.801°
08-21	18:09:15	+09.627°
08-21	19:07:47	-01.291°
08-22	05:29:29	-01.292°
08-22	06:27:50	+09.613°
08-22	07:26:11	+20.759°
08-22	08:24:32	+31.851°
08-22	09:22:53	+42.505°
08-22	10:21:15	+52.065°
08-22	11:19:36	+59.271°
08-22	12:17:57	+62.098°
08-22	13:16:18	+59.271°
08-22	14:14:40	+52.065°
08-22	15:13:01	+42.505°
08-22	16:11:22	+31.851°
08-22	17:09:43	+20.759°
08-22	18:08:05	+09.613°
08-22	19:06:26	-01.292°
08-23	05:30:31	-01.293°
08-23	06:28:42	+09.597°
08-23	07:26:53	+20.715°
08-23	08:25:04	+31.765°
08-23	09:23:15	+42.362°
08-23	10:21:26	+51.849°
08-23	11:19:37	+58.977°
08-23	12:17:48	+61.763°
08-23	13:15:59	+58.977°
08-23	14:14:09	+51.849°
08-23	15:12:20	+42.362°
08-23	16:10:31	+31.765°
08-23	17:08:42	+20.715°
08-23	18:06:53	+09.597°
08-23	19:05:04	-01.293°
08-24	05:31:34	-01.294°
08-24	06:29:34	+09.581°
08-24	07:27:35	+20.669°
08-24	08:25:35	+31.676°
08-24	09:23:36	+42.216°
08-24	10:21:36	+51.630°
08-24	11:19:37	+58.679°
08-24	12:17:38	+61.425°
08-24	13:15:38	+58.679°
08-24	14:13:39	+51.630°
08-24	15:11:39	+42.216°
08-24	16:09:40	+31.676°
08-24	17:07:40	+20.669°
08-24	18:05:41	+09.581°
08-24	19:03:42	-01.294°
08-25	05:32:36	-01.296°
08-25	06:30:26	+09.563°
08-25	07:28:16	+20.621°
08-25	08:26:06	+31.585°
08-25	09:23:57	+42.066°
08-25	10:21:47	+51.407°
08-25	11:19:37	+58.378°
08-25	12:17:27	+61.085°
08-25	13:15:17	+58.378°
08-25	14:13:07	+51.407°
08-25	15:10:58	+42.066°
08-25	16:08:48	+31.585°
08-25	17:06:38	+20.621°
08-25	18:04:28	+09.563°
08-25	19:02:18	-01.296°
08-26	05:33:38	-01.298°
08-26	06:31:17	+09.545°
08-26	07:28:57	+20.572°
08-26	08:26:37	+31.492°
08-26	09:24:17	+41.914°
08-26	10:21:57	+51.181°
08-26	11:19:36	+58.073°
08-26	12:17:16	+60.741°
08-26	13:14:56	+58.073°
08-26	14:12:36	+51.181°
08-26	15:10:15	+41.914°
08-26	16:07:55	+31.492°
08-26	17:05:35	+20.572°
08-26	18:03:15	+09.545°
08-26	19:00:55	-01.298°
08-27	05:34:39	-01.301°
08-27	06:32:09	+09.525°
08-27	07:29:38	+20.521°
08-27	08:27:07	+31.395°
08-27	09:24:37	+41.758°
08-27	10:22:06	+50.950°
08-27	11:19:35	+57.765°
08-27	12:17:05	+60.394°
08-27	13:14:34	+57.765°
08-27	14:12:03	+50.950°
08-27	15:09:33	+41.758°
08-27	16:07:02	+31.395°
08-27	17:04:31	+20.521°
08-27	18:02:01	+09.525°
08-27	18:59:30	-01.301°
08-28	05:35:41	-01.303°
08-28	06:32:60	+09.504°
08-28	07:30:19	+20.468°
08-28	08:27:38	+31.296°
08-28	09:24:56	+41.599°
08-28	10:22:15	+50.717°
08-28	11:19:34	+57.454°
08-28	12:16:53	+60.045°
08-28	13:14:12	+57.454°
08-28	14:11:31	+50.717°
08-28	15:08:49	+41.599°
08-28	16:06:08	+31.296°
08-28	17:03:27	+20.468°
08-28	18:00:46	+09.504°
08-28	18:58:05	-01.303°
08-29	05:36:42	-01.307°
08-29	06:33:51	+09.482°
08-29	07:30:59	+20.413°
08-29	08:28:07	+31.195°
08-29	09:25:16	+41.436°
08-29	10:22:24	+50.479°
08-29	11:19:32	+57.139°
08-29	12:16:41	+59.693°
08-29	13:13:49	+57.139°
08-29	14:10:57	+50.479°
08-29	15:08:06	+41.436°
08-29	16:05:14	+31.195°
08-29	17:02:22	+20.413°
08-29	17:59:31	+09.482°
08-29	18:56:39	-01.307°
08-30	05:37:43	-01.311°
08-30	06:34:41	+09.459°
08-30	07:31:39	+20.356°
08-30	08:28:37	+31.091°
08-30	09:25:35	+41.271°
08-30	10:22:32	+50.238°
08-30	11:19:30	+56.822°
08-30	12:16:28	+59.339°
08-30	13:13:26	+56.822°
08-30	14:10:24	+50.238°
08-30	15:07:21	+41.271°
08-30	16:04:19	+31.091°
08-30	17:01:17	+20.356°
08-30	17:58:15	+09.459°
08-30	18:55:13	-01.311°
08-31	05:38:44	-01.315°
08-31	06:35:31	+09.434°
08-31	07:32:19	+20.297°
08-31	08:29:06	+30.984°
08-31	09:25:53	+41.102°
08-31	10:22:40	+49.994°
08-31	11:19:28	+56.501°
08-31	12:16:15	+58.982°
08-31	13:13:02	+56.501°
08-31	14:09:50	+49.994°
08-31	15:06:37	+41.102°
08-31	16:03:24	+30.984°
08-31	17:00:11	+20.297°
08-31	17:56:59	+09.434°
08-31	18:53:46	-01.315°
09-01	05:39:45	-01.319°
09-01	06:36:22	+09.409°
09-01	07:32:58	+20.237°
09-01	08:29:35	+30.875°
09-01	09:26:12	+40.931°
09-01	10:22:48	+49.747°
09-01	11:19:25	+56.178°
09-01	12:16:02	+58.623°
09-01	13:12:38	+56.178°
09-01	14:09:15	+49.747°
09-01	15:05:52	+40.931°
09-01	16:02:28	+30.875°
09-01	16:59:05	+20.237°
09-01	17:55:42	+09.409°
09-01	18:52:18	-01.319°
09-02	05:40:45	-01.324°
09-02	06:37:11	+09.382°
09-02	07:33:37	+20.174°
09-02	08:30:04	+30.764°
09-02	09:26:30	+40.756°
09-02	10:22:56	+49.496°
09-02	11:19:22	+55.852°
09-02	12:15:48	+58.261°
09-02	13:12:14	+55.852°
09-02	14:08:40	+49.496°
09-02	15:05:06	+40.756°
09-02	16:01:32	+30.764°
09-02	16:57:58	+20.174°
09-02	17:54:24	+09.382°
09-02	18:50:51	-01.324°
09-03	05:41:45	-01.330°
09-03	06:38:01	+09.354°
09-03	07:34:16	+20.110°
09-03	08:30:32	+30.649°
09-03	09:26:47	+40.578°
09-03	10:23:03	+49.242°
09-03	11:19:18	+55.523°
09-03	12:15:34	+57.897°
09-03	13:11:49	+55.523°
09-03	14:08:05	+49.242°
09-03	15:04:20	+40.578°
09-03	16:00:36	+30.649°
09-03	16:56:51	+20.110°
09-03	17:53:07	+09.354°
09-03	18:49:22	-01.330°
09-04	05:42:45	-01.335°
09-04	06:38:50	+09.325°
09-04	07:34:55	+20.043°
09-04	08:31:00	+30.533°
09-04	09:27:05	+40.397°
09-04	10:23:10	+48.985°
09-04	11:19:15	+55.191°
09-04	12:15:19	+57.531°
09-04	13:11:24	+55.191°
09-04	14:07:29	+48.985°
09-04	15:03:34	+40.397°
09-04	15:59:39	+30.533°
09-04	16:55:44	+20.043°
09-04	17:51:49	+09.325°
09-04	18:47:53	-01.335°
09-05	05:43:45	-00.965°
09-05	06:43:39	+10.441°
09-05	07:43:33	+21.866°
09-05	08:43:27	+32.943°
09-05	09:43:20	+43.131°
09-05	10:43:14	+51.495°
09-05	11:43:08	+56.485°
09-05	12:43:02	+56.485°
09-05	13:42:56	+51.495°
09-05	14:42:50	+43.131°
09-05	15:42:43	+32.943°
09-05	16:42:37	+21.866°
09-05	17:42:31	+10.441°
09-05	18:42:25	-00.965°
09-06	05:44:45	-00.973°
09-06	06:44:27	+10.406°
09-06	07:44:10	+21.788°
09-06	08:43:52	+32.806°
09-06	09:43:34	+42.921°
09-06	10:43:17	+51.202°
09-06	11:42:59	+56.125°
09-06	12:42:42	+56.125°
09-06	13:42:24	+51.202°
09-06	14:42:06	+42.921°
09-06	15:41:49	+32.806°
09-06	16:41:31	+21.788°
09-06	17:41:14	+10.406°
09-06	18:40:56	-00.973°
09-07	05:45:44	-00.980°
09-07	06:45:15	+10.370°
09-07	07:44:46	+21.707°
09-07	08:44:17	+32.667°
09-07	09:43:48	+42.708°
09-07	10:43:19	+50.905°
09-07	11:42:50	+55.763°
09-07	12:42:21	+55.763°
09-07	13:41:52	+50.905°
09-07	14:41:23	+42.708°
09-07	15:40:54	+32.667°
09-07	16:40:25	+21.707°
09-07	17:39:56	+10.370°
09-07	18:39:27	-00.980°
09-08	05:46:43	-00.989°
09-08	06:46:03	+10.332°
09-08	07:45:23	+21.625°
09-08	08:44:42	+32.525°
09-08	09:44:02	+42.491°
09-08	10:43:21	+50.606°
09-08	11:42:41	+55.400°
09-08	12:42:00	+55.400°
09-08	13:41:20	+50.606°
09-08	14:40:39	+42.491°
09-08	15:39:59	+32.525°
09-08	16:39:19	+21.625°
09-08	17:38:38	+10.332°
09-08	18:37:58	-00.989°
09-09	05:47:42	-00.997°
09-09	06:46:51	+10.294°
09-09	07:45:59	+21.541°
09-09	08:45:07	+32.380°
09-09	09:44:15	+42.272°
09-09	10:43:23	+50.304°
09-09	11:42:31	+55.034°
09-09	12:41:39	+55.034°
09-09	13:40:48	+50.304°
09-09	14:39:56	+42.272°
09-09	15:39:04	+32.380°
09-09	16:38:12	+21.541°
09-09	17:37:20	+10.294°
09-09	18:36:28	-00.997°
09-10	05:48:41	-01.006°
09-10	06:47:38	+10.254°
09-10	07:46:35	+21.455°
09-10	08:45:31	+32.233°
09-10	09:44:28	+42.050°
09-10	10:43:25	+50.000°
09-10	11:42:22	+54.667°
09-10	12:41:18	+54.667°
09-10	13:40:15	+50.000°
09-10	14:39:12	+42.050°
09-10	15:38:08	+32.233°
09-10	16:37:05	+21.455°
09-10	17:36:02	+10.254°
09-10	18:34:58	-01.006°
09-11	05:49:40	-01.016°
09-11	06:48:25	+10.212°
09-11	07:47:11	+21.366°
09-11	08:45:56	+32.084°
09-11	09:44:41	+41.826°
09-11	10:43:26	+49.693°
09-11	11:42:12	+54.298°
09-11	12:40:57	+54.298°
09-11	13:39:42	+49.693°
09-11	14:38:27	+41.826°
09-11	15:37:13	+32.084°
09-11	16:35:58	+21.366°
09-11	17:34:43	+10.212°
09-11	18:33:28	-01.016°
09-12	05:50:39	-01.026°
09-12	06:49:12	+10.170°
09-12	07:47:46	+21.276°
09-12	08:46:20	+31.932°
09-12	09:44:54	+41.598°
09-12	10:43:28	+49.384°
09-12	11:42:02	+53.928°
09-12	12:40:35	+53.928°
09-12	13:39:09	+49.384°
09-12	14:37:43	+41.598°
09-12	15:36:17	+31.932°
09-12	16:34:51	+21.276°
09-12	17:33:25	+10.170°
09-12	18:31:58	-01.026°
09-13	05:51:37	-01.036°
09-13	06:49:59	+10.126°
09-13	07:48:22	+21.184°
09-13	08:46:44	+31.777°
09-13	09:45:07	+41.368°
09-13	10:43:29	+49.072°
09-13	11:41:51	+53.556°
09-13	12:40:14	+53.556°
09-13	13:38:36	+49.072°
09-13	14:36:59	+41.368°
09-13	15:35:21	+31.777°
09-13	16:33:43	+21.184°
09-13	17:32:06	+10.126°
09-13	18:30:28	-01.036°
09-14	05:52:35	-01.047°
09-14	06:50:46	+10.081°
09-14	07:48:57	+21.090°
09-14	08:47:08	+31.621°
09-14	09:45:19	+41.136°
09-14	10:43:30	+48.759°
09-14	11:41:41	+53.183°
09-14	12:39:52	+53.183°
09-14	13:38:03	+48.759°
09-14	14:36:14	+41.136°
09-14	15:34:25	+31.621°
09-14	16:32:36	+21.090°
09-14	17:30:47	+10.081°
09-14	18:28:58	-01.047°
09-15	05:53:34	-01.059°
09-15	06:51:33	+10.035°
09-15	07:49:33	+20.995°
09-15	08:47:32	+31.462°
09-15	09:45:32	+40.901°
09-15	10:43:31	+48.443°
09-15	11:41:31	+52.808°
09-15	12:39:30	+52.808°
09-15	13:37:30	+48.443°
09-15	14:35:29	+40.901°
09-15	15:33:29	+31.462°
09-15	16:31:28	+20.995°
09-15	17:29:28	+10.035°
09-15	18:27:27	-01.059°
09-16	05:54:32	-01.070°
09-16	06:52:20	+09.987°
09-16	07:50:08	+20.897°
09-16	08:47:56	+31.300°
09-16	09:45:44	+40.664°
09-16	10:43:32	+48.126°
09-16	11:41:20	+52.432°
09-16	12:39:08	+52.432°
09-16	13:36:57	+48.126°
09-16	14:34:45	+40.664°
09-16	15:32:33	+31.300°
09-16	16:30:21	+20.897°
09-16	17:28:09	+09.987°
09-16	18:25:57	-01.070°
09-17	05:55:30	-01.083°
09-17	06:53:06	+09.938°
09-17	07:50:43	+20.798°
09-17	08:48:20	+31.137°
09-17	09:45:57	+40.424°
09-17	10:43:33	+47.807°
09-17	11:41:10	+52.055°
09-17	12:38:47	+52.055°
09-17	13:36:23	+47.807°
09-17	14:33:60	+40.424°
09-17	15:31:37	+31.137°
09-17	16:29:13	+20.798°
09-17	17:26:50	+09.938°
09-17	18:24:27	-01.083°
09-18	05:56:28	-01.095°
09-18	06:53:53	+09.888°
09-18	07:51:18	+20.697°
09-18	08:48:44	+30.971°
09-18	09:46:09	+40.182°
09-18	10:43:34	+47.486°
09-18	11:40:59	+51.678°
09-18	12:38:25	+51.678°
09-18	13:35:50	+47.486°
09-18	14:33:15	+40.182°
09-18	15:30:40	+30.971°
09-18	16:28:06	+20.697°
09-18	17:25:31	+09.888°
09-18	18:22:56	-01.095°
09-19	05:57:26	-01.108°
09-19	06:54:40	+09.837°
09-19	07:51:53	+20.594°
09-19	08:49:07	+30.803°
09-19	09:46:21	+39.938°
09-19	10:43:35	+47.163°
09-19	11:40:49	+51.299°
09-19	12:38:03	+51.299°
09-19	13:35:17	+47.163°
09-19	14:32:31	+39.938°
09-19	15:29:44	+30.803°
09-19	16:26:58	+20.594°
09-19	17:24:12	+09.837°
09-19	18:21:26	-01.108°
09-20	05:58:24	-01.122°
09-20	06:55:26	+09.785°
09-20	07:52:29	+20.489°
09-20	08:49:31	+30.633°
09-20	09:46:34	+39.692°
09-20	10:43:36	+46.839°
09-20	11:40:39	+50.919°
09-20	12:37:41	+50.919°
09-20	13:34:43	+46.839°
09-20	14:31:46	+39.692°
09-20	15:28:48	+30.633°
09-20	16:25:51	+20.489°
09-20	17:22:53	+09.785°
09-20	18:19:56	-01.122°
09-21	05:59:22	-01.136°
09-21	06:56:13	+09.732°
09-21	07:53:04	+20.383°
09-21	08:49:55	+30.461°
09-21	09:46:46	+39.444°
09-21	10:43:37	+46.513°
09-21	11:40:28	+50.539°
09-21	12:37:19	+50.539°
09-21	13:34:10	+46.513°
09-21	14:31:01	+39.444°
09-21	15:27:53	+30.461°
09-21	16:24:44	+20.383°
09-21	17:21:35	+09.732°
09-21	18:18:26	-01.136°
09-22	06:00:19	-01.150°
09-22	06:56:59	+09.677°
09-22	07:53:39	+20.275°
09-22	08:50:19	+30.287°
09-22	09:46:58	+39.194°
09-22	10:43:38	+46.186°
09-22	11:40:18	+50.158°
09-22	12:36:58	+50.158°
09-22	13:33:37	+46.186°
09-22	14:30:17	+39.194°
09-22	15:26:57	+30.287°
09-22	16:23:36	+20.275°
09-22	17:20:16	+09.677°
09-22	18:16:56	-01.150°
09-23	06:01:17	-01.165°
09-23	06:57:46	+09.622°
09-23	07:54:14	+20.165°
09-23	08:50:42	+30.111°
09-23	09:47:11	+38.942°
09-23	10:43:39	+45.857°
09-23	11:40:08	+49.777°
09-23	12:36:36	+49.777°
09-23	13:33:04	+45.857°
09-23	14:29:33	+38.942°
09-23	15:26:01	+30.111°
09-23	16:22:30	+20.165°
09-23	17:18:58	+09.622°
09-23	18:15:26	-01.165°
09-24	06:02:15	-01.180°
09-24	06:58:32	+09.565°
09-24	07:54:49	+20.054°
09-24	08:51:06	+29.934°
09-24	09:47:23	+38.688°
09-24	10:43:40	+45.528°
09-24	11:39:58	+49.395°
09-24	12:36:15	+49.395°
09-24	13:32:32	+45.528°
09-24	14:28:49	+38.688°
09-24	15:25:06	+29.934°
09-24	16:21:23	+20.054°
09-24	17:17:40	+09.565°
09-24	18:13:57	-01.180°
09-25	06:03:13	-01.196°
09-25	06:59:19	+09.507°
09-25	07:55:25	+19.941°
09-25	08:51:30	+29.754°
09-25	09:47:36	+38.433°
09-25	10:43:42	+45.197°
09-25	11:39:48	+49.013°
09-25	12:35:53	+49.013°
09-25	13:31:59	+45.197°
09-25	14:28:05	+38.433°
09-25	15:24:11	+29.754°
09-25	16:20:16	+19.941°
09-25	17:16:22	+09.507°
09-25	18:12:28	-01.196°
09-26	06:04:11	-01.212°
09-26	07:00:06	+09.449°
09-26	07:56:00	+19.827°
09-26	08:51:54	+29.573°
09-26	09:47:49	+38.176°
09-26	10:43:43	+44.866°
09-26	11:39:38	+48.631°
09-26	12:35:32	+48.631°
09-26	13:31:27	+44.866°
